pointID,urbanID,lat / long,admin_name,label,Valid_date,LCP_16,LCS_16,conf_2016,LCP_17,LCS_17,conf_2017,LCP_18,LCS_18,conf_2018,LCP_19,LCS_19,conf_2019,LCP_20,LCS_20,conf_2020,Comment
88,50,27.546096757661918 /  -27.948392395602745,Free State / Fezile Dabi District Municipality,Water,Mar 08 2023,Water,,Low,,,,,,,,,,,,,
89,209,27.883989599087826 /  -32.59304556208461,Eastern Cape / Amathole District Municipality,Building,Mar 08 2023,Building,,High,,,,,,,,,,,,,
90,209,27.878875010179524 /  -32.59018281920831,Eastern Cape / Amathole District Municipality,Building,Mar 08 2023,Building,,High,,,,,,,,,,,,,
91,209,27.883280602020335 /  -32.593674295333145,Eastern Cape / Amathole District Municipality,Barren,Mar 08 2023,Barren,Short_vegetation,Low,,,,,,,,,,,,,
92,209,27.890571232242717 /  -32.59953355411738,Eastern Cape / Amathole District Municipality,Barren,Mar 08 2023,Tall_vegetation,,High,,,,,,,Barren,,High,,,,
93,209,27.881987462714832 /  -32.59484257980915,Eastern Cape / Amathole District Municipality,Short_vegetation,Mar 08 2023,Short_vegetation,,High,,,,,,,,,,,,,
94,209,27.885162342664888 /  -32.5897904183156,Eastern Cape / Amathole District Municipality,Short_vegetation,Mar 08 2023,Short_vegetation,,High,,,,,,,,,,,,,
95,209,27.882830232813934 /  -32.58512619861369,Eastern Cape / Amathole District Municipality,Tall_vegetation,Mar 08 2023,Tall_vegetation,,High,,,,,,,,,,,,,
96,209,27.88410999481627 /  -32.596759993262125,Eastern Cape / Amathole District Municipality,Tall_vegetation,Mar 08 2023,Tall_vegetation,,High,,,,,,,,,,,,,
97,209,27.88695490128837 /  -32.59254168366557,Eastern Cape / Amathole District Municipality,Wetland,Mar 08 2023,Wetland,,Low,,,,,,,,,,,,,
98,209,27.887351761282122 /  -32.59253276546346,Eastern Cape / Amathole District Municipality,Wetland,Mar 08 2023,Wetland,,High,,,,,,,,,,,,,
99,209,27.887619307345332 /  -32.592349942320276,Eastern Cape / Amathole District Municipality,Water,Mar 08 2023,Wetland,,High,,,,,,,,,,,,,
100,209,27.876542900328573 /  -32.58550522220324,Eastern Cape / Amathole District Municipality,Wetland,Mar 08 2023,Wetland,,High,,,,,,,,,,,,,
101,384,19.10726139131875 /  -33.890826791780555,Western Cape / Cape Winelands District Municipality,Building,Mar 08 2023,Building,,High,,,,,,,,,,,,,
102,384,19.107537855584063 /  -33.884896187379475,Western Cape / Cape Winelands District Municipality,Building,Mar 08 2023,Short_vegetation,,High,,,,,,,Building,Short_vegetation,High,,,,
103,384,19.108893422304313 /  -33.885917321520715,Western Cape / Cape Winelands District Municipality,Building,Mar 08 2023,Building,,High,,,,,,,,,,,,,
104,384,19.102695271840016 /  -33.888111199239006,Western Cape / Cape Winelands District Municipality,Pavement,Mar 08 2023,Pavement,,High,,,,,,,,,,,,,
105,384,19.103774374294954 /  -33.89307863781256,Western Cape / Cape Winelands District Municipality,Pavement,Mar 08 2023,Pavement,,High,,,,,,,,,,,,,
106,384,19.104175693389763 /  -33.88867304597175,Western Cape / Cape Winelands District Municipality,Short_vegetation,Mar 08 2023,Short_vegetation,,High,,,,,,,,,,,,,
107,384,19.097183822937964 /  -33.89296716028622,Western Cape / Cape Winelands District Municipality,Short_vegetation,Mar 08 2023,Short_vegetation,,High,,,,,,,,,,,,,
108,384,19.101357541523985 /  -33.89393924431586,Western Cape / Cape Winelands District Municipality,Tall_vegetation,Mar 08 2023,Tall_vegetation,,High,,,,,,,,,,,,,
109,384,19.10928136409596 /  -33.892570300292455,Western Cape / Cape Winelands District Municipality,Tall_vegetation,Mar 08 2023,Tall_vegetation,,High,,,,,,,,,,,,,
110,384,19.101642923991406 /  -33.88644349544503,Western Cape / Cape Winelands District Municipality,Water,Mar 08 2023,Water,,High,,,,,,,,,,,,,
111,384,19.101910470054612 /  -33.88683143723667,Western Cape / Cape Winelands District Municipality,Water,Mar 08 2023,Water,,High,,,,,,,,,,,,,
112,384,19.094419180284824 /  -33.88895396933811,Western Cape / Cape Winelands District Municipality,Water,Mar 08 2023,Water,,Low,,,,,,,,,,,,,
113,384,19.097192741140066 /  -33.88530642467639,Western Cape / Cape Winelands District Municipality,Wetland,Mar 08 2023,Short_vegetation,,Low,,,,Wetland,,High,,,,,,,
114,109,24.587175530727887 /  -29.02141263669975,Northern Cape / Frances Baard District Municipality,Barren,Mar 08 2023,Barren,,High,,,,,,,,,,,,,
115,109,24.582926007423954 /  -29.029394427585423,Northern Cape / Frances Baard District Municipality,Barren,Mar 08 2023,Short_vegetation,,Low,,,,,,,,,,,,,
116,109,24.584508988297923 /  -29.026050101795338,Northern Cape / Frances Baard District Municipality,Building,Mar 08 2023,Building,,High,,,,,,,,,,,,,
117,109,24.583162339779783 /  -29.028279652322055,Northern Cape / Frances Baard District Municipality,Building,Mar 08 2023,Building,,High,,,,,,,,,,,,,
118,109,24.58610534647506 /  -29.039191072599838,Northern Cape / Frances Baard District Municipality,Building,Mar 08 2023,Building,,High,,,,,,,,,,,,,
119,109,24.58881647991555 /  -29.036435348148807,Northern Cape / Frances Baard District Municipality,Pavement,Mar 08 2023,Pavement,,High,,,,,,,,,,,,,
120,109,24.587122021515246 /  -29.02793630154094,Northern Cape / Frances Baard District Municipality,Pavement,Mar 08 2023,Barren,Pavement,Low,,,,,,,,,,,,,
121,109,24.585663895470766 /  -29.02660303032595,Northern Cape / Frances Baard District Municipality,Short_vegetation,Mar 08 2023,Short_vegetation,,Low,,,,,,,,,,,,,
122,109,24.58417901481997 /  -29.035900256022398,Northern Cape / Frances Baard District Municipality,Short_vegetation,Mar 08 2023,Short_vegetation,,High,,,,,,,,,,,,,
123,109,24.586488829165653 /  -29.03960576899781,Northern Cape / Frances Baard District Municipality,Tall_vegetation,Mar 08 2023,Tall_vegetation,,High,,,,,,,,,,,,,
124,109,24.575644295403677 /  -29.043480727813257,Northern Cape / Frances Baard District Municipality,Water,Mar 08 2023,Barren,Water,Low,,,,,,,,,,,,,
125,109,24.58924009451563 /  -29.043311281973228,Northern Cape / Frances Baard District Municipality,Water,Mar 08 2023,Water,,Low,,,,Water,,High,,,,,,,
126,109,24.588009382624875 /  -29.04278956714997,Northern Cape / Frances Baard District Municipality,Wetland,Mar 08 2023,Short_vegetation,,Low,,,,,,,,,,Wetland,,Low,
127,109,24.583759859320942 /  -29.04581729676526,Northern Cape / Pixley ka Seme District Municipality,Wetland,Mar 08 2023,Short_vegetation,,High,,,,Wetland,,High,Wetland,,Low,Short_vegetation,,Low,
128,109,24.60173895476844 /  -29.042218802215128,Northern Cape / Pixley ka Seme District Municipality,Water,Mar 08 2023,Water,,High,,,,,,,,,,,,,
129,109,24.604369824389973 /  -29.042218802215128,Northern Cape / Pixley ka Seme District Municipality,Water,Mar 08 2023,Water,,High,,,,,,,,,,,,,
130,109,24.572063637257756 /  -29.0445107801566,Northern Cape / Pixley ka Seme District Municipality,Barren,Mar 08 2023,Barren,,High,,,,,,,,,,,,,
131,347,24.692851766593495 /  -28.338746560922452,Northern Cape / Frances Baard District Municipality,Barren,Mar 08 2023,Barren,,High,,,,,,,,,,,,,
132,347,24.692633270641885 /  -28.33053289678201,Northern Cape / Frances Baard District Municipality,Barren,Mar 08 2023,Barren,,Low,,,,,,,,,,,,,either barren or pavement
133,347,24.69196440548386 /  -28.33153173541798,Northern Cape / Frances Baard District Municipality,Building,Mar 08 2023,Building,,High,,,,,,,,,,,,,
134,347,24.69394870545265 /  -28.336815770166314,Northern Cape / Frances Baard District Municipality,Building,Mar 08 2023,Building,,High,,,,,,,,,,,,,
135,347,24.689253272043366 /  -28.333605217407833,Northern Cape / Frances Baard District Municipality,Pavement,Mar 08 2023,Pavement,,High,,,,,,,,,,,,,
136,347,24.697056698886897 /  -28.332954188654025,Northern Cape / Frances Baard District Municipality,Pavement,Mar 08 2023,Barren,Pavement,Low,,,,,,,,,,,,,
137,347,24.6905241158436 /  -28.333689940327844,Northern Cape / Frances Baard District Municipality,Short_vegetation,Mar 08 2023,Short_vegetation,,High,,,,,,,,,,,,,
138,347,24.691982241888077 /  -28.329525139943932,Northern Cape / Frances Baard District Municipality,Short_vegetation,Mar 08 2023,Short_vegetation,,High,,,,,,,,,,,,,
139,347,24.695081317120227 /  -28.338496851263464,Northern Cape / Frances Baard District Municipality,Tall_vegetation,Mar 08 2023,Tall_vegetation,,High,,,,,,,,,,,,,
140,347,24.720355501891156 /  -28.330274268920906,Northern Cape / Frances Baard District Municipality,Water,Mar 08 2023,Water,,High,,,,,,,,,,,,,
141,347,24.722754498257906 /  -28.33316376640353,Northern Cape / Frances Baard District Municipality,Water,Mar 08 2023,Water,,High,,,,,,,,,,,,,
142,347,24.72490824406672 /  -28.335870440742983,Northern Cape / Frances Baard District Municipality,Water,Mar 08 2023,Water,,High,,,,,,,,,,Wetland,,Low,
143,347,24.72848890221264 /  -28.339736481356322,Northern Cape / Frances Baard District Municipality,Wetland,Mar 08 2023,Wetland,,High,,,,,,,,,,,,,
144,347,24.72964826848653 /  -28.34571613586899,Northern Cape / Frances Baard District Municipality,Wetland,Mar 08 2023,Short_vegetation,,High,,,,Wetland,,High,,,,Short_vegetation,,Low,some imagery looks like wetland but not enough evidence for wetland
145,347,24.716088142183 /  -28.327692449410954,Northern Cape / Frances Baard District Municipality,Barren,Mar 08 2023,Barren,,High,,,,,,,,,,Short_vegetation,,High,
146,347,24.717341149579024 /  -28.32350089442072,Northern Cape / Frances Baard District Municipality,Barren,Mar 08 2023,Barren,,High,,,,,,,,,,,,,
147,347,24.689922137201386 /  -28.33779231329702,Northern Cape / Frances Baard District Municipality,Building,Mar 08 2023,Building,,High,,,,,,,,,,,,,
148,347,24.69814471954394 /  -28.339513526303637,Northern Cape / Frances Baard District Municipality,Building,Mar 08 2023,Building,Barren,High,,,,,,,Building,,High,,,,
149,323,24.446464137885346 /  -31.06370767378428,Northern Cape / Pixley ka Seme District Municipality,Barren,Mar 08 2023,Short_vegetation,,High,,,,,,,,,,,,,
150,323,24.43715799398681 /  -31.06085830821114,Northern Cape / Pixley ka Seme District Municipality,Barren,Mar 08 2023,Barren,,High,,,,,,,,,,,,,
151,323,24.444729547575555 /  -31.07086453097506,Northern Cape / Pixley ka Seme District Municipality,Barren,Mar 10 2023,Barren,,High,,,,,,,,,,,,,
152,323,24.453228594183425 /  -31.06729279103125,Northern Cape / Pixley ka Seme District Municipality,Building,Mar 10 2023,Barren,,High,,,,,,,,,,Building,,High,
153,323,24.454263105627824 /  -31.063645246369525,Northern Cape / Pixley ka Seme District Municipality,Building,Mar 10 2023,Building,,High,,,,,,,,,,,,,
154,323,24.442620392777275 /  -31.06838527078935,Northern Cape / Pixley ka Seme District Municipality,Building,Mar 10 2023,Building,,High,,,,,,,,,,,,,
155,323,24.441697358859212 /  -31.071841074105777,Northern Cape / Pixley ka Seme District Municipality,Pavement,Mar 10 2023,Pavement,,High,,,,,,,,,,,,,
156,323,24.4404532696653 /  -31.070360652556026,Northern Cape / Pixley ka Seme District Municipality,Pavement,Mar 10 2023,Pavement,,High,,,,,,,,,,,,,
157,323,24.455310994375388 /  -31.06840310719357,Northern Cape / Pixley ka Seme District Municipality,Pavement,Mar 10 2023,Pavement,,High,,,,,,,,,,,,,
158,323,24.45519059864694 /  -31.067752078439753,Northern Cape / Pixley ka Seme District Municipality,Short_vegetation,Mar 10 2023,Short_vegetation,,High,,,,,,,,,,,,,
159,323,24.457032207382014 /  -31.06200429718186,Northern Cape / Pixley ka Seme District Municipality,Short_vegetation,Mar 10 2023,Short_vegetation,,High,,,,,,,,,,,,,
160,323,24.445741763514693 /  -31.06612450655525,Northern Cape / Pixley ka Seme District Municipality,Tall_vegetation,Mar 10 2023,Tall_vegetation,,High,,,,,,,,,,,,,
161,323,24.459814686439366 /  -31.07294247206596,Northern Cape / Pixley ka Seme District Municipality,Water,Mar 10 2023,Water,,High,,,,,,,,,,,,,
162,323,24.460813525075334 /  -31.07316988621969,Northern Cape / Pixley ka Seme District Municipality,Water,Mar 10 2023,Water,,High,,,,,,,,,,,,,
163,392,29.548745927280265 /  -27.677863193791243,Free State / Thabo Mofutsanyane District Municipality,Barren,Mar 10 2023,Short_vegetation,Barren,Low,,,,,,,,,,,,,
164,392,29.561160064613052 /  -27.673283697009353,Free State / Thabo Mofutsanyane District Municipality,Building,Mar 10 2023,Building,,High,,,,,,,,,,,,,
165,392,29.556455713001668 /  -27.669315097071784,Free State / Thabo Mofutsanyane District Municipality,Building,Mar 10 2023,Building,Short_vegetation,High,,,,Building,,High,,,,,,,
166,392,29.55007028029314 /  -27.676650318304706,Free State / Thabo Mofutsanyane District Municipality,Building,Mar 10 2023,Short_vegetation,,High,,,,Short_vegetation,Building,Low,,,,Building,Short_vegetation,High,
167,392,29.563630406596662 /  -27.671513433891132,Free State / Thabo Mofutsanyane District Municipality,Pavement,Mar 10 2023,Pavement,Short_vegetation,High,,,,,,,,,,,,,
168,392,29.56300613244918 /  -27.67612860348145,Free State / Thabo Mofutsanyane District Municipality,Pavement,Mar 10 2023,Short_vegetation,,High,,,,,,,,,,Pavement,,High,
169,392,29.550658881632195 /  -27.674862218782273,Free State / Thabo Mofutsanyane District Municipality,Pavement,Mar 10 2023,Short_vegetation,,Low,Barren,,High,,,,Pavement,Short_vegetation,High,,,,
170,392,29.553026664291565 /  -27.675540002142398,Free State / Thabo Mofutsanyane District Municipality,Short_vegetation,Mar 10 2023,Short_vegetation,,High,,,,,,,,,,,,,
